tag,acomp,advcl,advmod,agent,amod,appos,attr,aux,auxpass,cc,ccomp,complm,conj,csubj,csubjpass,dep,det,dobj,expl,hmod,hyph,infmod,intj,iobj,mark,meta,neg,nmod,npadvmod,nsubj,nsubjpass,number,oprd,parataxis,partmod,pcomp,pobj,poss,possessive,preconj,predet,prep,prt,punct,quantmod,rcmod,root,xcomp
TUR,5,22,7,0,0,0,5,0,0,3,35,0,11,1,0,0,0,23,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,2,50,0,0,1,0,43,0,0,0,0,0,24
TUR,3,9,3,0,4,0,5,2,0,3,13,0,15,2,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,19,2,0,1,0,25,0,0,0,0,0,14
SPA,6,40,3,0,1,0,14,0,0,1,27,0,24,5,0,0,1,28,0,0,0,0,0,0,0,0,0,0,1,21,0,0,0,0,0,6,19,2,0,0,0,26,0,0,0,0,0,20
TUR,2,40,0,1,3,2,14,0,0,0,44,0,26,0,0,0,0,39,0,0,0,0,0,0,0,0,1,0,0,11,1,0,0,0,0,2,57,0,0,0,0,52,0,0,0,0,0,22
HIN,4,18,1,0,4,0,12,0,0,0,22,0,9,2,0,5,0,31,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,10,34,0,0,0,0,37,0,1,0,0,0,13
ARA,14,14,0,2,0,0,0,0,0,0,19,0,19,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,1,37,2,0,0,0,39,0,0,0,0,0,12
GER,8,18,4,0,1,3,8,0,3,1,33,0,53,0,4,0,0,24,0,0,0,0,0,0,0,0,0,0,2,17,3,0,1,0,0,4,29,5,0,1,0,39,0,0,0,0,0,20
TUR,1,28,3,0,1,2,6,0,0,0,25,0,11,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,7,7,0,0,0,0,11,0,0,0,0,0,7
ARA,2,48,2,0,2,0,0,1,0,0,44,0,47,0,1,0,0,31,0,0,0,0,0,0,0,0,0,0,1,6,3,0,0,0,0,6,31,0,0,0,0,40,0,0,0,0,0,18
JPN,4,55,0,0,1,0,13,1,0,0,50,0,29,2,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,6,23,0,0,0,0,30,0,0,0,0,0,22
FRE,12,34,7,0,5,0,5,0,0,0,23,0,15,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,4,16,0,0,0,0,0,6,22,0,0,0,0,26,0,0,0,0,0,10
CHI,8,16,8,1,0,0,1,0,0,0,28,0,17,0,0,0,1,31,0,0,0,0,0,0,1,0,2,0,2,21,3,0,0,0,0,4,36,0,0,0,0,30,0,0,0,0,0,16
FRE,0,16,0,5,0,0,10,0,0,0,21,0,19,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,15,5,0,1,0,0,5,32,0,0,0,0,32,0,0,0,0,0,5
CHI,12,30,4,1,5,0,9,1,0,1,22,0,9,1,0,3,0,17,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,1,31,1,0,0,0,27,0,0,0,0,0,6
CHI,2,23,4,0,4,0,12,0,0,0,32,0,23,1,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,20,5,0,0,4,0,3,72,0,0,0,0,55,0,0,0,0,0,2
CHI,11,22,9,0,6,0,14,0,0,0,63,0,7,0,0,0,0,24,0,0,0,0,0,0,0,0,0,3,2,14,0,0,0,0,0,5,25,3,0,0,0,34,0,0,0,0,0,10
JPN,5,12,3,1,1,0,2,0,0,0,19,0,22,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,19,1,0,3,0,0,0,37,0,0,0,0,40,0,0,0,0,0,15
HIN,4,17,2,1,2,0,12,0,0,0,12,0,52,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,6,58,0,0,0,0,47,0,1,0,0,0,33
JPN,1,30,1,1,0,0,4,0,0,0,10,0,4,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,2,11,0,0,0,0,0,6,31,0,0,0,0,33,0,0,0,0,0,19
SPA,0,29,3,3,3,3,14,0,0,0,31,0,56,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,4,0,5,64,4,0,0,0,46,0,5,0,0,0,7
JPN,9,22,0,0,1,0,3,0,0,1,50,0,50,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,25,0,0,1,0,19,0,0,0,0,0,18
CHI,1,6,3,2,0,0,2,0,1,0,11,0,12,4,0,7,0,25,0,0,0,0,0,0,0,0,0,0,5,10,0,0,0,0,0,13,30,1,0,0,0,34,0,1,0,0,0,21
GER,3,9,0,0,6,0,13,0,1,0,29,0,37,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,0,3,50,0,0,0,0,40,0,0,0,0,0,11
HIN,15,8,5,0,1,0,5,0,0,0,13,0,17,6,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,0,13,41,3,0,0,0,42,0,0,0,0,0,8
JPN,8,11,2,0,1,0,0,0,0,0,11,0,18,2,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,8,7,0,0,0,0,22,0,0,0,0,0,32
TUR,1,15,5,0,10,0,10,0,0,1,18,0,21,0,0,0,0,15,0,0,0,0,0,0,1,0,0,0,2,13,0,0,0,0,0,4,19,3,0,0,0,21,0,0,0,0,0,12
ARA,0,10,1,1,1,3,2,1,0,0,6,0,13,0,0,0,0,24,0,0,0,0,1,0,0,0,0,2,2,20,1,0,0,0,0,0,27,0,0,0,0,21,0,0,0,0,0,5
ARA,4,35,1,1,1,0,10,0,0,0,20,0,30,4,0,1,0,29,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,4,46,0,0,0,0,39,0,0,0,0,0,19
SPA,4,15,0,0,0,0,1,0,0,0,25,0,15,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,3,0,1,42,0,0,0,0,30,0,0,0,0,0,7
ARA,1,6,0,1,3,1,3,1,0,0,7,0,7,0,0,0,0,19,0,0,0,0,0,0,0,0,2,0,2,12,0,0,0,0,0,3,15,0,0,0,0,13,0,0,0,0,0,6
FRE,4,9,4,0,1,0,25,0,0,0,19,0,22,1,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,6,0,1,37,0,0,0,0,43,0,0,0,0,0,16
TEL,3,10,2,1,0,0,9,0,1,0,35,0,16,2,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,15,13,0,0,0,0,5,68,0,0,0,0,46,0,0,0,0,0,2
ITA,2,17,1,2,5,0,27,0,2,0,47,0,19,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,18,3,0,0,0,0,0,58,0,0,0,0,31,0,0,0,0,0,8
GER,1,20,3,0,1,4,14,0,0,1,14,0,40,0,0,0,0,40,0,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,8,46,0,0,1,0,38,0,0,0,0,0,10
KOR,6,3,3,0,0,0,4,0,0,0,6,0,6,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,1,14,0,0,2,0,0,0,23,0,0,0,0,28,0,0,0,0,0,6
GER,8,38,2,1,4,0,8,0,0,0,31,0,19,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,4,40,0,0,0,0,34,0,0,0,0,0,16
HIN,5,48,3,0,1,2,6,0,0,1,30,0,24,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,2,35,0,0,0,0,28,0,0,0,0,0,45
CHI,1,15,2,0,5,1,7,0,0,0,23,0,22,0,0,0,0,41,0,0,0,0,0,0,1,0,0,0,0,14,1,0,0,0,0,5,72,0,0,1,0,47,0,1,0,0,0,2
CHI,5,22,1,0,0,0,4,0,0,0,43,0,16,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,2,22,0,0,0,7,0,0,34,0,0,0,0,27,0,0,0,0,0,7
JPN,3,8,6,0,0,0,1,0,0,0,22,0,9,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,15,0,0,0,0,21,0,0,0,0,0,4
KOR,6,24,1,2,0,0,6,1,0,0,30,0,29,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,13,2,0,0,0,0,7,51,0,0,0,0,43,1,1,0,0,0,22
KOR,5,56,2,0,1,0,1,0,0,0,29,0,34,2,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,7,0,3,16,0,0,0,0,22,0,0,0,0,0,12
JPN,2,31,0,3,0,0,4,0,0,0,10,0,10,0,0,2,0,17,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,24,0,0,0,0,20,0,0,0,0,0,14
SPA,1,20,2,0,4,4,8,0,0,0,30,0,49,1,0,3,0,33,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,2,35,0,0,0,0,30,0,0,0,0,0,2
CHI,14,33,5,0,6,0,6,0,0,1,28,0,25,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,1,19,0,0,0,0,0,1,42,2,0,0,0,33,0,0,0,0,0,23
HIN,6,27,0,0,4,4,6,0,0,3,15,0,15,0,0,2,1,27,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,41,0,0,0,0,37,0,0,0,0,0,21
KOR,1,4,0,0,0,0,0,0,0,0,4,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,2,0,1,0,0,0,0
FRE,9,27,5,1,0,2,13,0,0,0,65,0,19,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,4,11,1,0,2,0,0,3,34,5,0,0,0,40,0,0,0,0,0,6
FRE,3,19,2,2,0,3,5,0,0,3,21,0,41,0,0,0,0,23,0,0,0,0,2,0,0,0,0,0,1,13,0,0,0,0,0,12,28,2,0,1,0,31,0,0,0,0,0,28
KOR,4,10,0,0,3,0,9,0,0,3,25,0,5,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,8,0,0,1,0,20,0,0,0,0,0,3
JPN,5,51,4,1,3,0,7,0,0,0,52,0,33,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,7,26,1,0,0,0,0,1,30,0,0,0,0,29,0,0,0,0,0,6
TEL,3,30,2,0,1,0,6,0,0,0,27,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,5,0,30,5,0,8,0,0,3,44,1,0,0,0,30,0,0,0,0,0,5
CHI,8,20,8,0,4,14,19,0,0,0,15,0,22,0,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,38,1,0,0,0,0,1,59,1,0,0,0,44,0,3,0,0,0,5
TUR,3,2,5,0,1,1,1,0,0,0,10,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,2,25,0,0,0,0,25,0,0,0,0,0,8
SPA,6,15,5,0,0,0,0,0,0,1,37,0,43,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,13,0,0,0,1,0,19,23,0,0,0,0,27,0,5,0,0,0,10
GER,7,25,0,1,1,0,4,0,0,0,43,0,19,0,0,1,0,15,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,8,24,0,0,0,0,31,0,0,0,0,0,14
SPA,1,15,3,1,4,0,15,0,0,0,15,0,30,0,0,2,0,30,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,6,55,0,0,0,0,41,0,0,0,0,0,12
TEL,2,7,9,0,11,9,20,0,0,6,35,0,17,7,0,0,10,35,0,0,0,0,0,0,0,0,1,0,2,20,0,0,0,0,0,8,44,1,0,2,0,31,1,0,0,0,0,6
ARA,0,16,5,0,2,2,9,1,0,0,35,0,40,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,10,33,0,0,0,0,26,0,0,0,0,0,19
CHI,3,43,2,0,1,0,16,0,0,1,33,0,14,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,22,2,0,0,0,0,5,29,0,0,0,0,37,0,0,0,0,0,2
ARA,0,23,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,7,0,0,0,0,0,2
TUR,2,16,0,0,0,2,6,0,0,0,26,0,16,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,9,13,0,0,0,0,14,0,0,0,0,0,14
TEL,4,8,6,1,1,0,4,0,0,0,43,0,25,0,0,0,0,31,0,0,0,0,1,0,0,0,0,0,5,9,2,0,0,0,0,2,30,0,0,0,0,35,0,0,0,0,0,7
FRE,8,26,3,2,1,0,8,0,0,0,26,0,17,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,9,27,0,0,0,0,27,0,0,0,0,0,17
CHI,5,27,3,0,3,2,13,0,0,0,11,0,12,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,4,12,3,0,0,0,0,7,9,0,0,0,0,21,0,4,0,0,0,18
HIN,7,34,8,0,4,0,5,0,0,0,31,0,20,0,0,0,0,36,0,0,0,0,0,0,0,0,1,0,1,20,0,0,0,0,0,3,40,0,0,0,0,39,0,0,0,0,0,23
GER,9,31,2,0,12,0,4,0,0,4,29,0,24,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,7,0,21,75,0,0,0,0,62,1,0,0,0,0,27
FRE,3,22,3,0,5,1,17,3,0,0,15,0,21,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,25,0,0,0,0,0,6,21,2,0,0,0,23,0,0,0,0,0,14
ITA,3,40,0,2,1,3,10,1,0,0,34,0,57,2,0,1,0,32,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,18,0,0,0,0,12,0,0,0,0,0,37
KOR,1,48,0,1,4,1,5,1,0,0,17,0,27,0,0,8,0,47,0,0,0,0,0,0,0,0,0,1,5,16,0,0,0,0,0,1,24,0,0,0,0,31,0,0,0,0,0,18
TUR,7,51,7,0,2,3,20,0,0,2,14,0,38,0,0,0,0,25,0,0,0,0,0,0,0,0,1,0,1,22,1,0,0,0,0,7,58,3,0,0,0,49,0,0,0,0,0,27
JPN,1,7,3,0,2,0,13,0,0,0,4,0,20,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,2,6,0,0,0,0,11,0,0,0,0,0,4
KOR,11,18,0,0,1,0,0,0,0,0,26,0,13,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,1,17,0,0,0,0,0,0,8,2,0,0,0,14,0,0,0,0,0,22
CHI,3,11,4,0,4,1,9,0,0,0,45,0,20,2,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,14,9,0,0,0,0,4,56,0,0,0,0,48,0,0,0,0,0,6
TEL,3,34,0,0,0,0,10,0,0,0,30,0,26,0,0,0,0,27,0,0,0,0,0,0,1,0,0,0,2,4,0,0,0,0,0,7,47,0,0,0,0,45,0,1,0,0,0,12
TEL,3,31,1,0,1,0,4,0,0,2,18,0,11,0,0,1,0,41,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,10,28,0,0,0,0,36,0,0,0,0,0,16
JPN,0,18,4,3,1,0,4,0,0,0,21,0,7,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,0,2,41,0,0,0,0,31,0,0,0,0,0,19
CHI,2,43,3,0,0,0,1,0,0,1,28,0,34,4,0,0,0,22,0,0,0,0,0,0,1,0,0,0,1,11,0,0,3,0,0,1,13,0,0,1,0,23,0,1,0,0,0,13
HIN,4,42,5,2,2,0,3,0,0,3,36,0,14,5,0,0,0,40,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,3,65,0,0,2,0,52,0,1,0,0,0,15
GER,10,70,5,0,1,5,16,0,0,0,37,0,12,3,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,1,39,0,0,1,0,35,0,0,0,0,0,44
TEL,2,8,2,0,0,2,12,0,0,1,16,0,30,0,0,0,0,34,0,0,0,0,0,0,1,0,1,0,0,11,0,0,2,0,0,10,47,0,0,1,0,48,0,3,0,0,0,11
CHI,14,32,4,0,6,0,17,0,0,0,53,0,30,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,23,1,0,0,3,0,1,15,0,0,0,0,23,0,1,0,0,0,29
ARA,4,50,0,0,2,0,8,0,0,0,33,0,47,1,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,10,20,1,0,0,0,25,0,1,0,0,0,5
ITA,8,33,4,0,3,2,9,0,0,1,38,0,17,0,0,0,0,17,0,0,0,0,0,0,1,0,0,0,5,16,0,0,0,0,0,9,26,0,0,0,0,27,0,0,0,0,0,21
TUR,5,14,2,0,2,0,6,0,0,0,43,0,10,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,19,1,0,1,0,0,4,34,1,0,0,0,31,0,0,0,0,0,2
ITA,13,16,7,0,9,0,12,1,0,0,22,0,51,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,1,19,2,0,0,0,0,2,77,4,0,0,0,55,0,0,0,0,0,14
SPA,5,13,3,0,3,3,9,0,0,0,9,0,29,0,0,0,0,47,0,0,0,0,0,0,2,0,0,0,4,19,0,0,0,0,0,5,30,0,0,0,0,40,0,0,0,0,0,32
ITA,12,16,5,0,1,0,9,0,0,0,88,0,34,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,3,16,4,0,0,0,0,1,31,0,0,0,0,25,0,0,0,0,0,16
TUR,8,32,1,0,0,0,9,1,0,0,16,0,26,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,27,1,0,0,0,0,3,32,0,0,0,0,25,0,0,0,0,0,19
ITA,5,52,3,0,2,0,14,0,0,0,35,0,25,1,0,0,0,38,0,0,0,0,1,0,1,0,0,0,5,20,0,0,0,0,0,3,17,0,0,0,0,30,0,0,0,0,0,6
KOR,0,36,4,1,8,8,3,0,2,0,26,0,2,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,2,21,0,0,1,4,0,0,34,0,0,0,0,27,0,0,0,0,0,14
ARA,2,7,0,1,0,0,11,0,0,0,22,0,27,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,20,0,0,0,3,18,0,0,0,0,0,8
KOR,2,34,0,0,5,0,14,0,0,0,27,0,12,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,19,0,0,6,0,0,8,25,2,0,0,2,31,0,0,0,0,0,9
KOR,2,24,3,2,2,0,9,0,0,1,18,0,31,3,0,0,0,30,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0,0,0,9,42,0,0,0,0,46,0,0,0,0,0,14
SPA,5,50,2,3,4,0,8,0,0,0,11,0,20,1,0,0,0,23,0,0,0,0,0,0,1,0,0,0,2,1,7,0,0,0,0,8,40,0,0,0,0,33,0,1,0,0,0,27
JPN,8,49,0,1,0,0,4,1,1,1,0,0,28,6,0,0,0,36,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,2,15,0,0,0,0,23,0,1,0,0,0,10
TUR,3,15,0,0,1,2,6,0,1,1,32,0,17,0,0,2,0,28,0,0,0,0,0,0,0,0,0,0,3,13,4,0,0,4,0,4,31,0,0,0,0,26,0,0,0,0,0,11
JPN,4,2,1,2,3,0,13,0,0,0,12,0,11,1,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,17,5,0,0,0,0,0,25,0,0,0,0,17,0,0,0,0,0,6
JPN,2,33,2,0,0,0,4,2,0,3,34,0,10,0,0,0,0,26,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,16,0,0,0,0,24,0,1,0,0,0,30
SPA,4,67,2,1,6,0,9,0,0,0,19,0,41,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,9,8,2,0,0,0,0,1,54,0,0,0,0,42,0,0,0,0,0,16
FRE,3,52,0,0,0,6,6,0,0,0,20,0,11,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2,0,0,10,42,0,0,0,0,35,0,0,0,0,0,23
FRE,8,32,1,3,0,0,3,4,1,0,33,0,23,2,0,0,0,37,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,5,40,0,0,0,0,37,0,0,0,0,0,34
CHI,9,20,4,3,8,3,11,0,0,2,13,0,7,2,0,1,0,25,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,0,8,62,0,0,0,0,42,0,0,0,0,0,18
KOR,7,12,2,0,1,0,1,1,0,2,18,0,28,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,8,20,0,0,0,0,26,0,0,0,0,0,10
SPA,3,26,0,1,3,7,15,0,0,1,43,0,33,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,6,36,0,0,0,0,34,0,0,0,0,0,11
KOR,5,16,1,0,0,0,0,0,0,1,24,0,17,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,16,1,0,0,0,0,1,23,3,0,1,2,19,0,1,0,0,0,17
JPN,2,11,0,2,1,0,6,0,0,0,3,0,13,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,14,0,0,0,0,20,0,0,0,0,0,11
CHI,8,56,8,0,0,0,0,0,0,0,14,0,18,4,0,8,0,58,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,14,31,0,0,0,0,43,0,0,0,0,0,5
CHI,9,17,2,0,1,0,3,0,0,0,63,0,40,0,0,0,0,18,0,0,0,0,0,0,1,0,0,0,0,21,0,0,2,0,0,0,19,2,0,0,0,20,0,0,0,0,0,12
ITA,1,18,0,2,6,5,2,0,0,0,22,0,31,0,0,1,0,43,0,0,0,0,0,0,0,0,0,0,1,11,3,0,0,5,0,1,38,0,0,0,0,23,0,0,0,0,0,13
FRE,5,31,1,0,2,0,12,0,0,0,30,0,33,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,2,6,0,0,0,0,0,0,37,0,0,0,0,41,0,0,0,0,0,5
TEL,8,11,8,0,2,4,4,0,0,0,30,0,8,5,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,28,1,0,0,1,0,6,33,2,0,0,0,38,0,0,0,0,0,10
SPA,2,43,2,0,6,3,6,0,0,4,38,0,48,1,0,0,0,29,0,0,0,0,0,0,2,0,0,0,0,18,0,0,0,0,0,1,44,0,0,0,0,33,0,0,0,0,0,29
CHI,5,15,3,0,0,0,6,0,0,1,19,0,18,0,0,1,0,31,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,9,38,0,0,0,0,34,0,0,0,0,0,17
JPN,5,36,4,0,0,3,3,0,2,0,24,0,10,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,7,15,0,0,0,0,23,0,0,0,0,0,12
KOR,6,59,1,3,2,0,10,0,0,0,18,0,16,4,0,0,0,20,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,1,0,3,47,0,0,0,0,44,0,1,0,0,0,45
HIN,4,19,0,0,2,1,11,0,0,0,27,0,17,3,0,3,0,27,0,0,0,0,0,0,0,0,0,0,1,16,1,0,5,0,0,7,31,0,0,0,0,33,0,0,0,0,0,23
SPA,3,20,1,0,8,0,3,1,0,0,39,0,20,5,0,0,0,33,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,5,25,0,0,1,0,18,0,0,0,0,0,6
SPA,2,16,2,6,4,0,10,0,0,0,31,0,45,3,0,0,0,40,0,0,0,0,0,0,0,0,0,0,1,16,0,0,1,0,0,12,55,3,0,0,0,45,1,0,0,0,0,20
FRE,7,42,3,0,3,0,7,0,0,0,9,0,11,3,0,0,0,21,0,0,0,0,1,0,1,0,0,0,0,8,0,0,0,0,0,3,16,0,0,0,0,27,0,0,0,0,0,15
HIN,4,23,4,0,2,3,8,0,0,0,14,0,41,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,14,0,0,5,0,0,5,23,0,0,2,2,26,0,1,0,0,0,8
JPN,1,20,1,3,0,0,7,0,0,0,10,0,28,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,4,35,0,0,0,0,37,0,0,0,0,0,17
FRE,2,30,3,1,1,0,7,2,0,0,12,0,26,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,0,3,25,0,0,0,0,25,0,0,0,0,0,18
ARA,6,40,0,0,3,0,2,0,0,1,25,0,58,3,0,4,0,29,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,34,0,0,0,0,28,0,0,0,0,0,15
TEL,13,17,1,0,0,0,5,0,0,0,11,0,40,4,0,0,0,23,0,0,0,0,0,0,0,0,0,0,1,9,2,0,0,0,0,7,38,0,0,0,0,54,0,0,2,0,0,6
GER,5,76,4,1,5,7,16,1,0,1,24,0,46,0,0,0,0,20,0,0,0,0,0,0,0,0,2,0,5,12,0,0,0,0,0,7,28,1,0,0,0,26,0,0,0,0,0,7
TUR,2,10,0,0,4,0,5,0,0,1,16,0,20,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,7,80,0,0,0,0,56,0,0,0,0,0,9
ARA,0,5,1,0,0,1,9,0,0,0,9,0,11,0,0,0,0,15,0,0,0,0,0,0,1,0,0,6,0,8,0,0,0,0,0,2,7,0,0,0,0,11,0,0,0,0,0,9
FRE,3,18,0,0,4,0,11,0,0,0,26,0,6,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,25,0,0,0,0,26,0,0,0,0,0,17
CHI,5,34,0,0,1,0,9,0,0,0,16,0,41,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,6,12,0,0,0,0,24,0,0,0,0,0,20
ARA,8,14,1,0,0,0,8,0,0,0,10,0,5,2,0,0,0,14,0,0,0,0,0,0,0,0,0,1,1,3,0,0,1,0,0,0,8,0,0,0,0,18,0,1,0,0,0,6
KOR,4,22,2,0,2,0,2,0,0,0,21,0,9,1,0,4,0,26,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,4,42,1,0,0,0,30,0,1,0,0,0,8
GER,10,21,2,0,8,0,12,0,0,2,28,0,46,2,0,0,0,28,0,0,0,0,0,0,1,0,0,0,1,16,3,0,0,0,0,2,24,0,0,0,0,26,0,1,0,0,0,28
TUR,4,38,2,0,5,0,12,5,0,0,32,0,19,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,8,9,0,0,0,0,28,0,0,0,0,0,10
CHI,0,23,1,0,0,2,11,0,0,0,31,0,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,1,17,0,0,0,0,21,0,0,0,0,0,5
JPN,2,11,2,1,0,2,2,0,0,0,12,0,6,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,1,15,0,0,0,0,20,0,0,0,0,0,10
ARA,2,16,1,2,1,0,9,0,3,0,4,0,7,3,0,0,0,30,0,0,0,0,0,0,0,0,0,0,2,9,1,0,0,0,0,0,22,0,0,0,0,14,0,0,0,0,0,6
HIN,1,21,3,1,7,1,3,0,0,0,13,0,30,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,57,0,0,0,0,47,0,0,0,0,0,23
