tag,acomp,advcl,advmod,agent,amod,appos,attr,aux,auxpass,cc,ccomp,complm,conj,csubj,csubjpass,dep,det,dobj,expl,hmod,hyph,infmod,intj,iobj,mark,meta,neg,nmod,npadvmod,nsubj,nsubjpass,number,oprd,parataxis,partmod,pcomp,pobj,poss,possessive,preconj,predet,prep,prt,punct,quantmod,rcmod,root,xcomp
GER,16,36,0,0,1,0,10,0,4,0,31,0,14,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,50,2,0,0,0,41,0,0,0,0,0,30
HIN,9,19,1,0,2,0,0,0,0,0,18,0,18,7,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,33,0,0,0,0,29,0,0,0,0,0,14
GER,2,8,2,0,1,2,9,0,0,0,18,0,21,0,0,0,0,22,0,0,0,0,0,0,0,0,0,2,0,24,1,0,0,0,0,7,48,0,0,0,0,38,0,0,0,0,0,30
ARA,2,14,0,0,0,0,2,0,0,0,2,0,39,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,13,24,2,0,0,0,24,0,0,0,0,0,24
HIN,9,26,5,3,2,0,2,0,0,1,17,0,30,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,17,2,0,0,0,0,3,37,0,0,0,0,40,0,0,0,0,0,20
ITA,1,14,0,0,3,3,21,0,0,1,9,0,17,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,3,4,1,0,0,0,0,1,26,0,0,0,0,29,0,0,0,0,0,2
TUR,2,18,2,0,0,0,0,0,0,0,16,0,20,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,2,13,3,0,0,0,0,6,31,0,0,0,0,32,0,2,0,0,0,16
ARA,1,35,3,0,1,0,3,0,0,0,14,0,32,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,5,11,0,0,0,0,0,0,17,0,0,0,0,24,0,0,0,0,0,8
JPN,3,51,1,1,3,1,4,0,0,1,18,0,19,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,22,4,0,0,0,0,2,25,0,0,1,0,33,0,0,0,0,0,15
TEL,4,31,0,0,1,0,1,0,0,0,16,0,28,4,0,2,0,42,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,21,0,0,1,0,26,0,0,0,0,0,28
ITA,4,38,4,0,1,0,27,0,0,0,35,0,20,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,17,1,0,0,0,0,0,24,2,0,0,0,23,0,1,0,0,0,10
CHI,10,22,3,0,0,0,15,0,0,2,27,0,20,3,0,3,0,32,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,6,21,0,0,1,0,25,0,0,0,0,0,26
GER,0,29,5,0,7,1,16,0,0,0,16,0,16,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,16,0,0,0,0,17,0,0,0,0,0,17
KOR,2,44,1,2,5,5,4,0,0,1,48,0,23,2,0,0,0,30,0,0,0,0,0,0,0,0,0,2,1,14,5,0,0,0,0,7,28,5,0,1,0,31,0,0,0,0,0,3
KOR,1,37,2,0,0,5,10,0,0,1,18,0,20,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,20,0,0,0,0,31,0,1,0,0,0,18
GER,10,40,14,0,6,2,7,0,0,0,20,0,39,4,0,0,0,49,0,0,0,0,0,0,1,0,2,0,2,17,1,0,0,0,0,7,44,0,0,1,0,43,0,0,0,0,0,24
KOR,10,27,4,0,3,1,4,0,0,4,6,0,40,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,7,62,1,0,0,0,47,0,0,0,0,0,7
TEL,2,22,1,1,0,1,0,0,0,0,26,0,18,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,1,18,2,0,0,0,0,0,50,0,0,0,0,34,0,0,0,0,0,14
SPA,5,32,5,0,2,0,9,0,0,2,25,0,42,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,6,32,2,0,0,0,41,0,0,0,0,0,11
KOR,6,22,3,0,8,2,9,0,0,0,19,0,9,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,4,29,2,0,0,0,33,0,0,0,0,0,20
SPA,5,20,1,0,3,0,6,0,0,0,25,0,22,1,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,4,0,5,25,0,0,0,0,23,0,1,0,0,0,8
KOR,9,18,0,0,1,0,13,0,0,1,30,0,11,2,0,0,0,24,0,0,0,0,0,0,1,0,0,0,0,10,0,0,0,0,0,1,12,0,0,0,0,15,0,0,0,0,0,22
SPA,9,21,5,0,0,2,11,1,0,0,27,0,16,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,14,2,0,0,0,20,0,0,0,0,0,14
GER,9,24,4,0,3,0,5,8,0,1,41,0,48,1,0,1,0,29,0,0,0,0,0,0,0,0,0,0,3,15,0,0,6,0,0,5,31,0,0,0,0,28,0,0,0,0,0,20
HIN,6,12,4,0,3,0,7,0,0,0,28,0,34,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,1,18,0,0,3,0,0,4,40,0,0,0,0,36,0,0,0,0,0,18
JPN,0,4,1,0,0,0,5,0,0,0,28,0,18,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,2,22,0,0,0,0,18,0,0,0,0,0,5
GER,0,40,6,2,1,0,22,0,0,0,16,0,20,2,0,0,0,17,0,0,0,0,0,0,0,0,1,0,0,5,3,0,3,0,0,3,34,0,0,0,3,28,0,0,0,0,0,17
FRE,1,8,3,0,0,1,11,0,0,0,13,0,14,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,3,28,2,0,0,0,32,0,0,0,0,0,6
SPA,6,20,9,0,1,0,14,0,0,0,27,0,63,0,0,0,0,24,0,0,0,0,2,0,2,2,0,0,5,17,0,0,0,0,0,0,29,0,0,1,0,22,0,0,0,0,0,4
CHI,6,32,1,0,0,0,4,0,0,0,38,0,20,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,2,7,0,0,1,0,14,0,0,0,0,0,15
GER,12,33,6,0,3,0,10,0,0,0,10,0,12,1,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,15,0,0,0,0,25,0,0,0,0,0,15
GER,9,16,1,1,2,0,7,0,0,0,5,0,18,0,0,2,0,16,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,46,0,0,0,0,39,0,0,0,0,0,19
SPA,2,18,1,0,0,0,12,0,0,0,25,0,24,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,4,13,0,0,2,0,0,0,23,0,0,0,0,28,0,0,0,0,0,7
TUR,3,8,4,0,0,0,11,0,0,0,26,0,22,1,0,1,0,23,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,9,40,0,0,0,0,47,0,1,0,0,0,13
CHI,4,26,2,0,7,0,6,0,0,1,24,0,13,0,0,0,1,53,0,0,0,0,0,0,0,0,0,0,0,33,0,0,2,0,0,8,31,0,0,0,0,37,0,0,0,0,0,13
ARA,2,34,3,0,5,4,3,0,0,0,28,0,83,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,4,20,1,0,0,0,0,7,44,0,0,0,0,47,0,0,0,0,0,20
TUR,6,33,1,0,6,0,19,0,0,2,15,0,14,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,4,18,6,0,0,0,0,1,56,0,0,0,0,55,0,0,0,0,0,25
TEL,3,31,2,2,0,1,11,0,0,2,20,0,14,3,0,0,1,43,0,0,0,0,0,0,2,1,0,0,1,13,0,0,0,0,0,15,22,0,0,0,0,31,0,0,0,0,0,11
HIN,1,26,3,0,1,0,5,0,0,0,5,0,6,0,0,0,1,22,0,0,0,0,0,0,0,0,0,0,3,21,3,0,2,0,0,13,28,1,0,0,0,34,0,0,0,0,0,9
KOR,1,11,1,0,0,0,5,0,0,0,13,0,10,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,2,23,1,0,0,0,25,0,0,0,0,0,6
KOR,0,9,1,0,0,0,0,0,0,0,13,0,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,25,0,0,0,0,17,0,0,0,0,0,9
GER,11,35,1,1,0,0,3,0,0,0,7,0,12,6,0,0,0,36,0,0,0,0,0,0,1,0,0,0,2,14,3,0,0,0,0,8,49,2,0,1,0,45,0,1,0,0,0,18
HIN,0,10,0,6,8,0,16,0,0,2,4,0,25,3,0,1,0,29,0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,12,67,0,0,3,0,53,0,0,0,0,0,7
GER,6,27,4,0,1,0,15,1,0,0,25,0,29,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,19,3,0,2,0,0,0,16,3,0,1,0,16,0,0,0,0,0,17
ITA,4,40,3,0,3,1,2,1,0,0,25,0,35,2,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,2,34,0,0,0,0,35,0,0,0,0,0,16
KOR,7,29,0,0,0,0,3,0,0,0,7,0,1,7,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,4,2,0,0,0,12,0,0,0,0,0,13
GER,6,27,1,0,0,0,4,0,0,0,54,0,27,0,0,0,0,32,0,0,0,0,0,0,1,0,0,0,0,13,0,0,0,0,0,7,59,2,0,0,0,46,0,0,0,0,0,27
KOR,4,19,2,0,2,0,5,0,0,0,26,0,16,2,0,0,0,17,0,0,0,0,0,0,0,0,0,1,1,10,0,0,0,0,0,0,26,0,0,0,0,21,0,1,0,0,0,11
HIN,2,35,0,2,1,1,21,0,0,0,22,0,47,7,0,0,0,33,0,0,0,0,0,0,0,0,1,2,0,5,0,0,0,0,0,3,44,0,0,0,0,38,0,0,0,0,0,20
TEL,3,17,0,0,0,0,6,0,0,0,11,0,27,0,0,0,3,37,0,0,0,0,0,0,0,0,0,0,1,19,1,0,0,0,0,8,39,0,0,0,0,33,0,0,0,0,0,18
ARA,4,46,2,3,3,0,17,4,0,0,32,0,53,1,0,0,0,46,0,0,0,0,0,0,0,0,0,0,3,19,0,0,0,0,0,6,32,0,0,0,0,41,0,0,0,0,0,34
JPN,0,17,2,3,2,0,9,0,0,0,7,0,9,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,15,3,0,0,0,0,1,23,0,0,0,0,20,0,0,0,0,0,12
JPN,1,25,0,0,1,0,16,0,0,0,22,0,29,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,7,30,2,0,0,0,29,0,1,0,0,0,10
HIN,1,19,2,3,0,0,6,0,0,0,19,0,13,2,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,14,9,0,0,0,0,1,32,0,0,0,0,22,0,0,0,0,0,6
ARA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ITA,1,18,4,0,5,0,13,0,0,0,8,0,44,2,0,1,0,18,0,0,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,0,41,2,0,0,0,39,0,0,0,0,0,3
ARA,2,16,0,2,4,3,5,0,0,1,4,0,28,2,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,10,28,0,0,0,0,38,0,2,0,0,0,0
GER,4,28,4,1,2,0,10,0,0,1,18,0,29,1,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,13,45,0,0,0,0,51,0,0,0,0,0,10
TEL,5,43,2,0,2,0,9,0,0,1,20,0,30,4,0,4,0,40,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,11,9,0,0,0,0,27,0,0,0,0,0,28
ITA,3,12,2,0,4,0,7,0,0,0,29,0,40,0,0,2,0,27,0,0,0,0,0,0,0,0,0,0,0,17,1,0,0,7,0,2,30,0,0,0,0,34,0,0,0,0,0,25
ITA,4,22,2,1,1,0,4,0,0,0,20,0,19,2,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,32,4,0,0,0,21,0,0,0,0,0,20
CHI,1,11,1,0,0,0,3,0,0,0,3,0,6,5,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,4,23,0,0,0,0,21,0,0,0,0,0,4
JPN,9,26,5,0,2,0,6,0,0,1,19,0,12,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,5,17,0,0,0,0,21,0,0,0,0,0,13
JPN,0,19,3,0,1,0,6,0,0,0,6,0,15,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,4,8,0,0,1,0,15,0,0,0,0,0,5
TEL,6,15,7,0,6,0,13,1,0,0,21,0,13,1,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,8,37,8,0,0,0,30,0,0,0,0,0,5
FRE,10,31,0,0,2,0,6,1,0,0,40,0,39,0,0,0,0,18,0,0,0,0,0,0,0,0,0,1,0,11,0,0,2,0,0,0,22,3,0,0,0,28,0,0,0,0,0,21
JPN,5,42,2,0,4,0,2,1,0,0,18,0,40,0,0,4,0,31,0,0,0,0,0,0,0,0,0,1,1,12,1,0,0,0,0,7,19,2,0,0,0,25,0,1,0,0,0,16
ITA,2,26,2,1,1,0,21,0,0,0,24,0,34,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,2,42,0,0,0,0,35,0,0,0,0,0,6
ITA,4,34,1,1,1,0,0,0,0,3,35,0,21,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,27,0,0,0,0,27,0,0,0,0,0,8
KOR,3,17,0,2,0,2,5,0,0,0,7,0,17,0,0,0,0,18,0,0,0,0,1,0,0,0,0,0,0,15,1,0,6,0,0,6,22,3,0,0,0,27,0,0,0,0,0,11
HIN,4,22,1,1,3,5,14,0,0,0,13,0,10,0,0,0,1,32,1,0,0,0,0,0,0,0,0,0,3,23,3,0,0,0,0,11,67,2,0,0,0,55,0,0,0,0,0,10
KOR,14,28,1,0,8,0,6,0,0,0,25,0,23,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,2,21,0,0,0,0,0,7,28,2,0,0,0,38,0,1,0,0,0,25
GER,13,57,0,0,2,0,3,0,0,0,26,0,20,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,4,25,3,0,0,0,26,0,0,0,0,0,18
ITA,7,11,6,1,3,7,12,0,0,0,38,0,17,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,0,6,57,0,0,0,0,50,0,1,0,0,0,10
JPN,0,5,0,1,0,0,6,0,0,0,11,0,0,2,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,6,2,0,0,0,5,0,0,0,0,0,2
CHI,1,40,1,0,3,0,4,1,0,0,39,0,17,1,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,9,6,0,0,0,0,23,0,0,0,0,0,30
ITA,2,19,1,2,3,0,3,0,0,0,33,0,13,0,0,0,0,14,0,0,0,0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,49,0,0,0,0,29,0,0,0,0,0,10
KOR,0,9,1,0,0,0,4,0,0,0,9,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,6,0,0,0,0,9,0,0,0,0,0,14
TUR,3,8,3,0,7,0,8,0,0,0,15,0,26,5,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,3,37,3,0,0,0,40,0,1,0,0,0,11
JPN,2,20,1,0,3,0,4,0,0,0,3,0,17,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,18,0,0,0,0,22,0,1,0,0,0,5
HIN,0,27,1,1,2,0,6,0,0,0,15,0,23,0,0,1,0,30,0,0,0,0,0,0,1,0,0,1,6,25,3,0,0,0,0,15,46,3,0,0,0,51,0,0,0,0,0,10
KOR,7,24,6,0,1,0,5,0,0,0,15,0,20,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,15,0,0,0,0,0,4,21,1,0,0,0,33,0,0,0,0,0,16
TEL,2,14,0,0,2,0,11,0,0,0,30,0,21,1,0,0,0,18,0,0,0,0,0,0,0,0,0,0,1,7,5,0,0,0,0,3,44,1,0,1,0,40,0,0,0,0,0,10
SPA,7,27,1,0,1,3,8,0,0,0,42,0,13,1,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,15,0,0,2,0,0,5,38,0,0,0,0,29,0,0,0,0,0,22
CHI,6,65,6,0,4,0,7,0,0,0,9,0,34,1,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,1,33,0,0,0,0,27,0,0,0,0,0,23
TUR,1,29,0,0,2,2,4,0,0,0,14,0,18,2,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,14,0,0,0,0,21,0,0,0,0,0,10
JPN,8,10,1,0,0,0,3,0,0,0,24,0,38,2,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,1,26,0,0,0,0,23,0,0,0,0,0,23
JPN,4,20,7,0,4,0,12,0,0,1,24,0,24,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,1,20,0,0,1,0,39,0,1,0,0,0,1
SPA,5,33,2,0,1,0,24,0,1,0,8,0,4,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,2,10,1,0,0,0,0,2,33,0,0,0,0,42,0,0,0,0,0,20
TUR,1,30,4,0,0,0,0,0,0,0,16,0,10,0,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,5,0,0,0,0,0,4
ITA,10,19,3,0,3,4,2,0,0,0,20,0,10,0,0,0,1,38,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0,0,0,6,39,0,0,0,0,28,0,0,0,0,0,20
HIN,5,59,2,0,2,0,2,0,0,0,22,0,12,0,0,0,0,30,0,0,0,0,0,0,1,0,0,0,4,17,0,0,0,0,0,11,24,0,0,0,0,30,0,0,0,0,0,10
GER,9,24,1,1,3,0,13,0,0,0,28,0,32,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,2,18,0,0,0,0,0,0,47,0,0,1,0,37,0,0,0,0,0,8
KOR,4,39,0,0,5,0,12,0,0,0,14,0,22,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,3,40,5,0,0,0,37,0,0,0,0,0,24
KOR,3,12,1,0,1,0,6,0,0,0,35,0,9,5,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,9,12,0,0,0,0,19,0,1,0,0,0,3
FRE,7,32,0,0,2,0,6,0,0,1,30,0,26,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,3,38,2,0,0,0,30,0,0,0,0,0,17
FRE,8,39,7,2,4,0,10,0,5,0,33,0,43,0,0,0,0,23,0,0,0,0,0,0,0,0,1,0,1,16,0,0,5,0,0,0,26,1,0,1,0,30,0,0,0,0,0,20
ITA,6,31,0,0,2,0,2,0,0,0,42,0,15,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0,0,10,0,0,0,2,0,1,23,0,0,0,0,23,0,0,0,0,0,9
SPA,3,9,1,0,5,1,4,0,0,0,34,0,25,6,0,0,0,40,0,0,0,0,0,0,0,3,0,0,4,13,0,0,0,2,0,5,36,0,0,0,0,28,0,0,0,0,0,12
GER,7,27,4,1,10,1,5,0,0,0,17,0,7,0,0,1,0,27,0,0,0,0,0,0,0,0,0,0,0,16,4,0,3,0,0,4,23,0,0,0,0,20,0,0,0,0,0,21
HIN,9,26,1,3,2,1,7,0,0,2,52,0,17,2,0,4,0,27,0,0,0,0,0,0,0,0,0,0,4,17,4,0,4,0,0,11,61,0,0,0,0,52,0,0,0,0,0,8
TUR,3,12,1,0,2,0,14,0,0,0,11,0,15,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,5,6,0,0,0,0,0,2,21,0,0,0,0,22,0,0,0,0,0,13
JPN,3,12,3,0,0,0,2,0,0,0,8,0,6,5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,3,12,0,0,0,0,16,0,0,0,0,0,6
TEL,6,27,3,1,1,4,15,0,0,0,13,0,38,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,8,38,0,0,0,0,44,0,0,0,0,0,10
FRE,8,26,3,0,1,1,6,0,0,1,19,0,20,2,0,0,0,32,0,0,0,0,0,0,1,0,0,0,1,8,3,0,0,0,0,0,56,0,0,1,0,41,0,2,0,0,0,8
TUR,4,27,6,0,3,0,23,0,0,1,28,0,13,1,1,0,0,26,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,6,37,0,0,0,0,39,0,0,0,0,0,11
ITA,3,13,0,0,4,0,4,0,0,0,21,0,16,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,4,22,0,0,0,0,15,0,0,0,0,0,21
ITA,2,19,0,0,4,0,7,0,0,1,13,0,27,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,11,2,0,4,0,0,4,29,0,0,0,0,21,0,0,0,0,0,5
JPN,5,22,2,0,0,1,2,0,0,0,17,0,16,5,0,0,0,21,0,0,0,0,0,0,0,0,0,0,1,15,1,0,2,0,0,3,21,0,0,0,0,23,0,0,0,0,0,25
ARA,1,30,1,0,1,0,2,0,0,0,26,0,28,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,8,38,0,0,0,0,29,0,0,0,0,0,7
CHI,2,8,0,0,2,0,9,0,0,0,11,0,17,0,0,0,0,47,0,0,0,0,0,0,0,0,0,2,0,20,0,0,0,0,0,11,17,0,0,0,0,28,0,0,0,0,0,21
TEL,6,18,1,1,0,0,1,0,0,0,25,0,8,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,6,38,0,0,0,0,45,0,0,0,0,0,9
TEL,4,19,0,0,2,0,11,0,0,0,22,0,51,1,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,7,37,1,0,0,0,36,0,0,0,0,0,3
FRE,4,40,7,0,7,0,5,0,0,0,22,0,62,3,0,0,0,24,0,0,0,0,0,0,0,0,0,1,0,14,0,0,0,0,0,5,29,0,0,0,0,27,0,0,0,0,0,13
HIN,2,20,0,2,2,0,3,0,0,1,19,0,32,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,41,0,0,0,0,38,0,0,0,0,0,10
GER,8,47,1,1,0,0,15,0,0,0,30,0,19,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,46,1,0,0,0,37,0,0,0,0,0,14
SPA,3,54,8,0,0,2,0,0,0,0,56,0,31,1,0,2,0,32,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,5,40,0,0,0,0,34,0,0,0,0,0,21
JPN,8,52,6,0,2,1,10,0,0,0,17,0,11,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,3,9,2,0,0,0,0,0,42,2,0,0,0,33,0,0,0,0,0,12
ARA,9,8,8,0,6,1,6,0,0,0,11,0,10,2,0,0,1,27,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,25,1,0,0,0,25,0,0,0,0,0,8
TUR,3,13,2,0,1,0,12,0,0,1,21,0,41,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,4,10,0,0,4,0,0,0,33,0,0,0,0,24,0,0,0,0,0,37
ITA,2,22,3,2,0,4,13,0,0,0,55,0,17,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,3,19,0,0,5,0,0,2,26,0,0,0,0,28,0,0,0,0,0,17
TUR,1,18,7,0,1,0,10,0,0,0,23,0,40,0,0,2,0,19,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,22,0,0,0,0,25,0,0,0,0,0,18
ITA,0,26,0,0,1,0,10,0,0,0,15,0,22,0,0,0,0,24,0,0,0,0,0,0,1,0,0,0,7,12,0,0,0,0,0,3,21,0,0,0,0,27,0,1,0,0,0,11
TEL,2,81,2,0,2,0,20,3,0,2,40,0,111,0,0,0,1,13,0,0,0,0,0,0,1,0,0,0,0,18,0,0,0,0,0,0,42,0,0,0,0,39,0,0,0,0,0,4
SPA,9,13,1,0,2,6,23,0,0,0,23,0,27,2,0,1,0,16,0,0,0,0,0,0,0,0,0,0,0,19,2,0,0,7,0,6,31,0,0,0,0,36,0,0,0,0,0,23
HIN,4,41,5,0,3,0,6,0,0,0,47,0,60,4,0,0,0,48,0,0,0,0,0,0,0,0,0,0,2,16,2,0,0,0,0,9,46,0,0,3,0,44,0,0,0,0,0,20
HIN,4,12,5,0,6,0,4,0,0,0,15,0,36,2,0,0,0,19,0,0,0,0,0,0,0,0,0,0,1,18,8,0,0,0,0,3,30,1,0,0,0,41,0,0,0,0,0,13
CHI,8,20,4,1,1,1,20,0,0,0,28,0,22,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,24,1,0,4,0,0,0,26,3,0,0,0,18,0,0,0,0,0,11
GER,16,12,0,0,9,1,4,0,0,1,25,0,34,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,21,4,0,0,0,0,3,36,0,0,1,0,38,0,0,0,0,0,5
TEL,0,17,2,1,3,0,7,0,0,1,3,0,2,1,0,4,0,13,0,0,0,0,0,0,0,1,0,0,0,9,0,0,0,0,0,3,30,0,0,0,0,22,0,0,0,0,0,2
ITA,2,35,0,0,0,0,8,0,0,0,32,0,24,1,0,3,1,25,0,0,0,0,0,0,1,0,0,0,1,10,0,0,0,0,0,1,13,0,0,0,0,13,0,0,0,0,0,17
ITA,0,37,2,1,7,8,16,2,2,0,9,0,40,0,0,0,0,40,0,0,0,0,0,0,1,0,0,0,2,27,2,0,0,0,0,6,33,1,0,0,0,29,0,0,0,0,0,12
JPN,0,9,4,0,0,0,6,4,0,0,15,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,1,9,0,0,0,0,18,0,0,0,0,0,0
TUR,1,17,0,0,4,4,3,0,0,0,11,0,33,2,0,0,0,46,0,0,0,0,0,0,2,0,0,0,7,9,0,0,0,0,0,3,14,3,0,0,0,20,0,0,0,0,0,12
FRE,15,46,2,3,4,3,6,0,0,0,37,0,34,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,1,47,0,0,0,0,39,0,0,0,0,0,27
SPA,7,28,0,0,1,0,14,0,0,0,34,0,28,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,8,3,0,0,0,0,9,0,0,0,0,0,8
TEL,11,31,3,1,0,0,7,1,0,1,9,0,26,2,0,0,0,39,0,0,0,0,0,0,0,0,0,0,3,23,2,0,6,0,0,14,56,0,0,0,0,50,0,0,0,0,0,22
SPA,6,27,6,2,2,0,6,0,1,0,19,0,18,0,0,0,0,22,0,0,0,0,0,0,1,0,0,0,2,17,2,0,2,0,0,0,56,0,0,0,0,45,0,0,0,0,0,10
